time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
10.892034,0.0003,-0.0437,-0.0073,0.044
10.911705,-0.0008,-0.0325,0.0011,0.032
10.931171,0.0121,-0.0025,0.0306,0.033
10.95855,-0.0167,-0.0134,0.0019,0.022
10.972539,-0.0111,-0.0287,-0.0097,0.032
10.990815,0.0058,-0.0289,-0.0115,0.032
11.010772,0.0149,-0.0171,0.0176,0.029
11.030731,-0.0069,-0.0031,0.0104,0.013
11.061269,0.0006,-0.0179,-0.004,0.018
11.074264,0.0193,-0.0249,-0.0136,0.034
11.090865,0.0261,-0.0133,-0.0181,0.034
11.110752,0.0114,-0.0181,-0.0034,0.022
11.131023,-0.0026,-0.0369,0.0108,0.039
11.157757,0.0049,-0.0292,0.0173,0.034
11.17148,0.0053,-0.0166,0.0072,0.019
11.19028,-0.0061,-0.0163,0.0091,0.02
11.209881,0.0155,-0.03,0.0018,0.034
11.23005,0.001,-0.0391,-0.0028,0.039
11.258689,0.0008,-0.0363,0.0142,0.039
11.272566,0.0034,-0.0289,0.014,0.032
11.290466,0.0059,-0.0331,-0.01,0.035
11.310198,0.0129,-0.0141,-0.0071,0.02
11.330094,-0.0018,-0.036,0.0006,0.036
11.352335,-0.0063,-0.0362,0.0151,0.04
11.380245,0.006,-0.0365,0.0031,0.037
11.394057,0.0176,-0.0392,-0.0108,0.044
11.409614,0.0165,-0.0253,0.0115,0.032
11.429771,-0.0005,-0.0259,0.0093,0.028
11.458593,-0.0076,-0.0361,-0.0022,0.037
11.472398,0.0113,-0.0294,-0.0037,0.032
11.489865,0.0244,-0.0254,0.0045,0.036
11.509699,0.016,-0.0144,0.0055,0.022
11.529523,0.0175,-0.0155,-0.0005,0.023
11.552372,0.007,-0.0166,-0.0043,0.019
11.576992,0.0041,-0.0197,-0.0013,0.02
11.593156,-0.0075,-0.0177,0.0061,0.02
11.609225,0.0003,-0.023,-0.0012,0.023
11.629453,0.01,-0.0278,0.001,0.03
11.658372,0.0054,-0.0256,0.0103,0.028
11.669348,0.0078,-0.0186,0.0055,0.021
11.689242,0.0124,-0.0354,-0.0037,0.038
11.709247,0.0042,-0.0329,0.0017,0.033
11.729097,0.0087,-0.0233,0.0041,0.025
11.749335,0.0066,-0.0188,0.0015,0.02
11.775704,0.014,-0.0166,-0.0058,0.022
11.790777,-0.0076,-0.0307,0.011,0.034
11.808845,-0.0095,-0.0188,0.0153,0.026
11.828815,0.0141,-0.0117,0.02,0.027
11.849049,-0.0072,-0.0329,0.0052,0.034
11.876169,-0.0022,-0.0345,0.0122,0.037
11.890881,0.007,-0.0268,0.0005,0.028
11.908282,0.0231,-0.0431,-0.0062,0.049
11.928582,0.0104,-0.0331,-0.0033,0.035
11.948432,0.0072,-0.0334,-0.0049,0.034
11.974238,-0.0052,-0.0196,-0.0065,0.021
11.988556,-0.0189,-0.0202,0.0197,0.034
12.008411,0.0033,-0.0231,0.0168,0.029
12.028643,0.008,-0.0186,0.0045,0.021
12.048703,-0.0014,-0.0235,0.0066,0.024
12.076592,0.0012,-0.042,0.0039,0.042
12.090605,0.013,-0.0322,0.0208,0.04
12.108201,0.0147,-0.0224,0.002,0.027
12.128211,0.0234,-0.0389,0.0024,0.045
12.147984,0.0037,-0.0436,0.0077,0.044
12.174408,0.0245,-0.0298,0.0036,0.039
12.189241,0.0044,-0.0189,0.0021,0.019
12.207926,-0.0009,-0.0152,-0.0021,0.015
12.228034,-0.0223,-0.0253,-0.0015,0.034
12.247709,-0.0008,-0.0209,0.0061,0.022
12.274321,0.004,-0.0094,0.0061,0.012
12.287782,-0.003,-0.0216,-0.0059,0.023
12.307803,0.0116,-0.0216,-0.0013,0.025
12.3281,0.0068,-0.031,0.0106,0.033
12.348374,0.0116,-0.0308,0.0034,0.033
12.376149,0.0113,-0.0307,-0.0012,0.033
12.388215,0.0114,-0.0214,0.0037,0.024
12.407384,0.0115,-0.0333,0.0082,0.036
12.4274,0.0115,-0.0306,0.0028,0.033
12.447358,0.0114,-0.0304,0.0025,0.033
12.474182,0.0089,-0.0324,0.0026,0.034
12.487491,0.004,-0.03,0.0054,0.031
12.507385,0.0011,-0.0182,0.0201,0.027
12.527398,0.0033,-0.016,0.0196,0.026
12.547191,0.0128,-0.0208,0.0055,0.025
12.57499,0.019,-0.0214,-0.0103,0.03
12.592304,0.0012,-0.026,0.0046,0.026
12.607497,-0.0039,-0.0258,-0.0021,0.026
12.627039,-0.0132,-0.0235,-0.0113,0.029
12.646925,-0.0148,-0.0259,0.0126,0.032
12.673656,-0.002,-0.0236,0.0217,0.032
12.687074,0.0218,-0.0213,0.0021,0.031
12.70687,0.0096,-0.026,0.0087,0.029
12.726662,0.0118,-0.0445,0.0083,0.047
12.746589,0.0094,-0.039,0.0009,0.04
12.773276,0.0182,-0.0459,-0.0056,0.05
12.78698,0.0078,-0.0411,-0.0072,0.042
12.806556,0.0001,-0.0391,-0.0019,0.039
12.826442,0.0023,-0.0274,0.0127,0.03
12.846428,0.0137,-0.0234,0.0131,0.03
12.873292,-0.0035,-0.0265,-0.0005,0.027
12.887892,-0.0133,-0.027,0.0027,0.03
12.906686,-0.0036,-0.0273,0.0054,0.028
12.926279,0.0014,-0.0039,0.0267,0.027
12.946328,0.0016,-0.0047,0.0098,0.011
12.975833,0.0134,-0.0076,0.005,0.016
12.988556,0.0128,-0.0175,0.0078,0.023
13.00615,0.0054,-0.0248,0.0056,0.026
13.026018,0.0004,-0.0198,0.0128,0.024
13.045844,0.012,-0.0292,0.0105,0.033
13.080898,-0.0025,-0.0193,-0.0038,0.02
13.085641,-0.0002,-0.0288,0.0012,0.029
13.105952,0.0069,-0.0263,0.0085,0.028
13.126241,0.0092,-0.0193,0.0015,0.021
13.146224,0.0063,-0.0309,0.0017,0.032
13.176576,0.004,-0.0234,0.0109,0.026
13.19195,0.0017,-0.0399,0.0156,0.043
13.205607,0.0089,-0.0396,0.0059,0.041
13.225503,0.0138,-0.0367,0.0173,0.043
13.245581,-0.0075,-0.0387,0.0099,0.041
13.286333,-0.0048,-0.022,0.0028,0.023
13.28896,0.0044,-0.0342,0.0007,0.035
13.305285,0.0018,-0.0317,-0.0015,0.032
13.325404,0.0134,-0.015,-0.0032,0.02
13.344789,-0.0035,-0.0228,-0.0164,0.028
13.372174,-0.0173,-0.0112,0.0197,0.029
13.386527,0.0001,-0.0093,0.0234,0.025
13.405287,0.0054,-0.0214,0.0081,0.024
13.425081,0.0177,-0.0475,0.0027,0.051
13.445355,0.0059,-0.0398,0.0023,0.04
13.475972,0.0182,-0.0369,0.0044,0.041
13.492257,0.0251,-0.0247,-0.0144,0.038
13.504857,0.0102,-0.0298,0.0097,0.033
13.524601,0.0052,-0.0372,0.0028,0.038
13.54489,0.0048,-0.0277,0.0055,0.029
13.573124,0.0042,-0.0161,0.006,0.018
13.584708,-0.0009,-0.0261,-0.0127,0.029
13.60482,-0.0031,-0.0313,0.0066,0.032
13.624595,-0.0075,-0.0221,-0.0072,0.024
13.644451,-0.0028,-0.0107,0.0026,0.011
13.67268,-0.0002,-0.0111,0.0189,0.022
13.686745,0.0166,-0.0137,0.0092,0.023
13.705519,0.0098,-0.0231,-0.0077,0.026
13.725374,0.0051,-0.0276,-0.0053,0.029
13.74441,0.0216,-0.03,-0.0,0.037
13.764036,0.0141,-0.0251,0.005,0.029
13.788188,0.0158,-0.0254,0.0005,0.03
13.804119,0.0038,-0.0204,0.0123,0.024
13.823673,-0.0006,-0.0272,0.0046,0.028
13.844203,0.0042,-0.0315,-0.0003,0.032
13.874292,0.0039,-0.0313,-0.0,0.032
13.886501,0.0037,-0.0311,0.005,0.032
13.908989,-0.0036,-0.0239,0.0123,0.027
13.923658,0.0108,-0.0252,0.0142,0.031
13.943696,0.0154,-0.0242,0.0114,0.031
13.963889,0.0076,-0.0258,0.0066,0.028
13.989326,0.0026,-0.0341,0.0037,0.034
14.00942,0.0027,-0.026,0.0083,0.027
14.023918,0.007,-0.0279,-0.0105,0.031
14.043134,0.0062,-0.0249,0.0043,0.026
14.063004,0.0079,-0.0124,0.0023,0.015
14.089215,0.0074,-0.005,-0.0188,0.021
14.103294,-0.0161,-0.0048,-0.0113,0.02
14.123131,-0.0031,-0.0138,0.0141,0.02
14.14319,0.0141,-0.0201,0.0035,0.025
14.162999,0.0215,-0.0029,0.0146,0.026
14.18288,0.0004,-0.0257,0.0044,0.026
14.202704,0.0007,-0.0295,0.0039,0.03
14.222683,0.0245,-0.0332,-0.0012,0.041
14.243013,0.0242,-0.0134,-0.0106,0.03
14.262867,0.0139,-0.027,0.011,0.032
14.291099,-0.0031,-0.0123,0.0018,0.013
14.311897,0.0061,-0.0029,-0.0027,0.007
14.322653,0.0006,-0.0031,0.0073,0.008
14.342729,-0.0138,-0.0083,0.0027,0.016
14.362876,-0.0017,0.0013,0.0054,0.006
14.388834,-0.0043,0.0012,-0.0016,0.005
14.405563,0.0168,0.0012,0.0036,0.017
14.422368,0.0047,0.0059,0.0036,0.008
14.442441,0.0048,-0.0059,-0.0108,0.013
14.462351,0.007,-0.0128,-0.0176,0.023
14.489219,0.0046,-0.0123,0.0016,0.013
14.503373,0.0115,-0.0164,-0.0033,0.02
14.522319,-0.0003,-0.0088,0.0036,0.01
14.542307,0.0047,-0.006,-0.0013,0.008
14.562098,-0.0001,-0.0126,0.0081,0.015
14.589176,0.0046,-0.0095,-0.0018,0.011
14.602731,0.002,0.0031,0.0079,0.009
14.621943,0.0113,-0.0155,-0.0017,0.019
14.641964,0.0013,0.0014,0.001,0.002
14.661818,-0.0011,-0.0126,-0.0179,0.022
14.69115,0.0011,-0.0049,-0.0009,0.005
14.704974,0.001,-0.007,0.0085,0.011
14.721827,-0.0038,0.0075,0.0156,0.018
14.74089,-0.0059,0.0007,0.0103,0.012
14.761063,-0.0057,-0.0009,0.0027,0.006
14.788984,0.0014,0.0066,-0.0138,0.015
14.804188,0.0151,-0.0053,-0.0061,0.017
14.821503,0.0071,-0.0001,-0.0032,0.008
14.841173,0.0119,-0.0002,-0.0151,0.019
14.861225,0.0091,0.0018,-0.0144,0.017
14.886636,-0.0122,-0.0052,0.0073,0.015
14.90154,0.0002,-0.0025,0.0046,0.005
14.921537,0.0008,0.0072,-0.0058,0.009
14.941655,0.0085,0.0,0.0032,0.009
14.962826,-0.0005,-0.0113,0.0074,0.013
14.990359,0.0046,-0.0154,-0.0072,0.018
15.007132,0.0045,-0.0128,-0.0142,0.02
15.021362,0.0185,-0.0057,0.0027,0.02
15.040603,0.0154,-0.0105,-0.0019,0.019
15.060694,0.0033,0.0084,-0.0039,0.01
15.088035,0.0172,0.008,0.0057,0.02
15.103171,-0.0,0.0052,0.0037,0.006
15.121002,-0.0003,0.0002,-0.0124,0.012
15.14072,-0.0074,-0.0024,-0.0073,0.011
15.160969,-0.0002,0.0164,-0.0048,0.017
15.186793,0.007,0.0137,-0.0097,0.018
15.200752,0.0071,0.0209,-0.0028,0.022
15.220584,0.0096,-0.0004,-0.0056,0.011
15.240111,0.0144,-0.0049,0.0015,0.015
15.260347,0.012,-0.0023,0.0012,0.012
15.281035,0.0188,-0.0022,-0.0013,0.019
15.300533,0.0184,-0.0021,-0.0013,0.019
15.320332,0.0019,-0.0042,-0.0066,0.008
15.34004,-0.0029,-0.0036,0.0169,0.017
15.3605,-0.0075,0.0019,-0.0121,0.014
15.387041,0.0021,0.0022,0.0044,0.005
15.400344,-0.0001,-0.0023,-0.0029,0.004
15.420187,0.0069,0.0049,0.0018,0.009
15.439797,0.0042,0.0002,-0.0028,0.005
15.460282,0.0088,-0.0093,-0.0003,0.013
15.480352,-0.0031,-0.0116,-0.0052,0.013
15.499898,-0.0127,0.0027,-0.0049,0.014
15.519818,0.0086,-0.0069,-0.007,0.013
15.539679,0.0061,-0.0065,-0.0071,0.011
15.559709,0.0059,0.0079,-0.014,0.017
15.57919,0.0313,0.0027,0.0008,0.031
15.599802,-0.0051,0.0004,-0.006,0.008
15.620667,0.004,0.0124,-0.0129,0.018
15.63931,0.0087,0.0073,-0.0124,0.017
15.659419,-0.0146,-0.0046,-0.01,0.018
15.679103,-0.0111,-0.0091,0.0085,0.017
15.699411,0.0087,0.0078,0.0077,0.014
15.719705,0.0044,-0.004,-0.0024,0.006
15.739237,-0.0046,-0.0062,0.0135,0.016
15.759365,0.01,-0.0081,0.0034,0.013
15.781145,0.0146,-0.0029,-0.0109,0.018
15.800133,0.0139,-0.0193,-0.0129,0.027
15.819846,0.0157,-0.0144,-0.0006,0.021
15.83954,0.0054,-0.0094,-0.0025,0.011
15.859063,0.0069,0.007,-0.0042,0.011
15.889098,0.0013,0.0135,-0.0036,0.014
15.904964,-0.0107,0.0057,0.0114,0.017
15.919067,-0.008,0.0054,0.0043,0.011
15.938811,0.009,0.0126,0.0063,0.017
15.959374,0.0067,0.0101,-0.0057,0.013
15.986011,-0.0024,0.0122,-0.0059,0.014
15.998758,0.0073,0.0169,0.0031,0.019
16.018736,0.0117,0.0099,-0.0088,0.018
16.038784,0.0116,0.0054,-0.0064,0.014
16.058666,0.0041,0.0007,-0.0064,0.008
16.091536,0.0064,-0.0111,0.0011,0.013
16.099475,0.0087,-0.0035,-0.0061,0.011
16.118644,0.002,-0.0103,-0.0018,0.011
16.13966,-0.0046,-0.0005,-0.0046,0.007
16.1598,0.0076,-0.0003,-0.0023,0.008
16.182227,0.005,0.0119,-0.0023,0.013
16.199537,0.0002,0.0162,0.0071,0.018
16.219661,0.0049,-0.0029,-0.0119,0.013
16.239708,-0.0047,-0.0028,0.005,0.007
16.260882,-0.0021,-0.0049,0.0051,0.007
16.286119,0.0099,0.0022,0.0024,0.01
16.299844,0.0051,-0.01,0.0025,0.012
16.319494,0.005,-0.0078,-0.0163,0.019
16.339537,0.0071,0.0016,-0.0086,0.011
16.359657,0.0092,0.0129,-0.0128,0.02
16.386907,0.0202,0.0076,-0.0028,0.022
16.401638,0.0054,0.0028,-0.0096,0.011
16.419604,0.0075,0.0025,0.0002,0.008
16.439581,-0.023,-0.0045,-0.0187,0.03
16.459559,-0.0192,-0.009,0.0003,0.021
16.48735,0.0102,0.0102,0.0043,0.015
16.502523,0.0079,0.0126,0.0035,0.015
16.519478,-0.0039,0.003,-0.0016,0.005
16.539224,0.006,0.0081,0.0025,0.01
16.559228,0.0015,-0.0155,-0.0073,0.017
16.591531,0.0062,0.0041,-0.0121,0.014
16.606667,0.0056,-0.0125,-0.0025,0.014
16.620358,-0.0043,-0.0026,-0.0047,0.007
16.6388,0.0097,-0.0027,-0.0067,0.012
16.659168,0.0088,0.0062,-0.0035,0.011
16.687742,0.0033,0.0006,-0.0025,0.004
16.702143,-0.0045,0.0071,0.0006,0.008
16.719128,0.0047,0.0117,0.0055,0.014
16.738761,0.0023,0.0137,-0.0065,0.015
16.759002,-0.0046,0.009,-0.0023,0.01
16.786478,0.01,0.0092,-0.0024,0.014
16.801479,0.0077,0.0044,-0.0049,0.01
16.818849,0.0148,0.0068,-0.0076,0.018
16.838606,0.0052,0.0018,-0.0054,0.008
16.858832,0.008,0.0163,-0.0174,0.025
16.887009,-0.0085,-0.0049,0.004,0.011
16.902666,-0.0156,0.0048,-0.003,0.017
16.918741,-0.0131,0.0,0.0184,0.023
16.938472,-0.0034,-0.0023,-0.0081,0.009
16.958418,0.0081,0.0001,-0.0102,0.013
16.98639,0.0054,0.0051,-0.0171,0.019
17.001496,0.0053,-0.0116,-0.0,0.013
17.018374,0.0028,-0.0089,-0.0001,0.009
17.038195,0.0029,-0.0014,0.002,0.004
17.058501,0.0075,-0.0085,-0.0003,0.011
17.088389,0.0098,-0.0011,-0.0005,0.01
17.104756,0.0027,-0.0197,-0.0099,0.022
17.118147,0.012,0.0021,0.0,0.012
17.137945,0.0325,-0.0078,-0.0016,0.033
17.157843,0.0101,0.0016,-0.0011,0.01
17.186267,0.0077,0.0085,-0.013,0.017
17.203595,-0.0017,0.0176,-0.0198,0.027
17.217876,-0.0252,0.0052,-0.0145,0.03
17.23747,-0.0005,0.0096,-0.0002,0.01
17.257536,0.0051,0.0143,0.0086,0.017
17.286227,0.0104,0.0117,0.0006,0.016
17.301779,0.0015,0.0092,0.0072,0.012
17.317498,-0.0095,-0.0023,0.004,0.011
17.337245,-0.002,-0.0114,-0.0105,0.016
17.35748,0.0027,-0.016,-0.003,0.017
17.386178,0.0165,0.003,-0.005,0.017
17.402343,0.0061,-0.0113,0.0052,0.014
17.417476,0.0173,0.0006,0.0056,0.018
17.437646,0.0045,0.0118,0.0037,0.013
17.45759,-0.0055,-0.0055,0.0043,0.009
17.478381,-0.0081,0.0014,-0.0024,0.009
17.503143,0.0109,0.0154,-0.007,0.02
17.520551,-0.0105,0.0173,-0.0024,0.02
17.536622,-0.0052,0.0146,-0.0167,0.023
17.556494,0.0116,0.0215,-0.0048,0.025
17.577012,0.0092,0.0072,-0.0073,0.014
17.602433,0.009,0.0095,0.0022,0.013
17.616937,0.0041,-0.0003,-0.0048,0.006
17.636678,0.0086,-0.0095,-0.0212,0.025
17.656752,0.0153,-0.0069,0.0076,0.018
17.676912,0.0008,-0.0017,0.0025,0.003
17.702302,-0.0017,-0.0174,0.0045,0.018
17.71666,0.0009,-0.0118,-0.0079,0.014
17.736521,0.006,-0.0018,0.0059,0.009
17.756501,0.0086,-0.0012,-0.0068,0.011
17.776764,0.0045,0.0061,-0.0075,0.011
17.805438,-0.0063,0.0112,-0.0178,0.022
17.821949,0.006,0.0086,-0.0106,0.015
17.836503,0.0014,0.0039,0.0108,0.012
17.856569,-0.0128,0.0016,0.0153,0.02
17.876324,-0.0152,0.0118,-0.0179,0.026
17.901998,-0.0113,0.0212,-0.0072,0.025
17.91649,-0.0282,0.0148,0.019,0.037
17.936174,-0.029,0.0028,0.0124,0.032
17.956146,0.0093,0.0054,-0.0043,0.012
17.976019,0.0464,0.0024,-0.0562,0.073
18.001871,0.0449,-0.011,-0.0398,0.061
18.015759,0.0717,-0.0012,-0.0379,0.081
18.035824,0.0432,-0.0058,-0.0268,0.051
18.055925,0.0224,0.0022,0.0103,0.025
18.075783,-0.0105,-0.006,0.0326,0.035
18.102109,-0.0266,0.003,0.0289,0.039
18.115911,-0.0033,0.0238,0.0212,0.032
18.136054,-0.0186,0.0134,0.0162,0.028
18.155544,-0.0165,0.0175,0.0066,0.025
18.175385,0.0007,0.0077,0.0105,0.013
18.20213,-0.0096,0.0267,0.0174,0.033
18.218192,-0.0195,0.0346,-0.0203,0.045
18.235379,-0.023,-0.0077,-0.0204,0.032
18.255201,-0.0056,-0.044,0.0081,0.045
18.274982,0.0448,-0.0565,-0.019,0.075
18.302726,0.0438,-0.0437,-0.0301,0.069
18.318522,0.0471,-0.0365,-0.0287,0.066
18.335171,0.0308,-0.0205,-0.0295,0.047
18.355654,0.017,-0.0168,0.0034,0.024
18.375115,0.0018,0.0034,0.0205,0.021
18.410458,0.0109,0.0142,0.0154,0.024
18.415178,-0.0133,0.0037,-0.0127,0.019
18.435849,-0.0179,0.0241,0.0043,0.03
18.455296,-0.027,0.0436,0.0165,0.054
18.474865,-0.0237,0.0578,0.0116,0.063
18.503078,-0.0159,0.0576,0.0184,0.063
18.51804,-0.0081,0.037,-0.008,0.039
18.534375,-0.0266,0.0057,0.0039,0.027
18.554692,-0.0041,-0.0059,-0.0083,0.011
18.57449,0.013,-0.0381,-0.0015,0.04
18.601389,0.0224,-0.0429,-0.0114,0.05
18.61459,0.0314,-0.0247,-0.0256,0.047
18.635156,0.0377,-0.0285,-0.0251,0.054
18.655588,0.0342,-0.0093,-0.0174,0.04
18.675094,0.017,0.0163,-0.0122,0.027
18.697083,0.0162,0.0173,-0.0161,0.029
18.714441,-0.0127,0.0184,-0.0126,0.026
18.734596,-0.0332,0.0172,0.0114,0.039
18.754532,-0.0182,0.0257,0.0109,0.033
18.773562,-0.0104,0.0151,0.0176,0.025
18.801106,-0.0097,0.0078,0.0191,0.023
18.814068,-0.0108,-0.011,-0.013,0.02
18.834685,0.0116,-0.0174,-0.0113,0.024
18.854217,0.0139,-0.0027,-0.0135,0.02
18.873885,0.0135,0.0045,-0.0085,0.017
18.906102,0.0035,0.0068,-0.0011,0.008
18.930531,0.0099,0.0207,-0.0055,0.024
18.933604,0.0086,0.0058,-0.0024,0.011
18.953408,-0.0042,0.0031,-0.0111,0.012
18.97331,0.0068,-0.0087,-0.0032,0.011
18.999763,-0.0034,0.0103,-0.0121,0.016
19.013422,-0.0062,0.0102,-0.0136,0.018
19.033405,-0.023,0.0196,0.0082,0.031
19.053216,-0.0181,0.0035,0.0034,0.019
19.073349,-0.0126,-0.0354,0.0211,0.043
19.094383,0.0049,-0.0236,0.0076,0.025
19.11376,0.008,-0.013,-0.0195,0.025
19.133292,0.0267,-0.0249,-0.0255,0.045
19.153019,0.035,-0.0398,-0.0007,0.053
19.172916,0.0343,-0.0407,0.0065,0.054
19.192888,0.0386,-0.0516,-0.0029,0.064
19.212844,0.0512,-0.0577,0.0055,0.077
19.232855,0.0631,-0.02,-0.0259,0.071
19.252687,0.0438,-0.0072,-0.0275,0.052
19.272678,0.0033,0.0414,-0.0196,0.046
19.292474,-0.0137,0.0708,0.0079,0.073
19.313151,-0.0387,0.0982,-0.0067,0.106
19.333193,-0.0341,0.1092,-0.0004,0.114
19.352432,-0.0556,0.1068,-0.0177,0.122
19.372395,-0.0584,0.081,-0.0363,0.106
19.399427,-0.059,0.0563,-0.0145,0.083
19.41275,-0.0543,0.038,0.0157,0.068
19.43253,-0.0255,0.0068,0.018,0.032
19.452168,-0.0076,-0.0137,0.0043,0.016
19.472343,0.0161,-0.0596,0.0199,0.065
19.499975,0.0418,-0.0739,0.0087,0.085
19.51231,0.0595,-0.0978,-0.0018,0.114
19.532606,0.0634,-0.097,-0.022,0.118
19.552088,0.0581,-0.0512,-0.037,0.086
19.572168,0.0128,-0.0273,-0.0348,0.046
19.595105,0.0009,0.0353,0.0109,0.037
19.611842,-0.0384,0.08,0.0207,0.091
19.631958,-0.0346,0.0612,0.029,0.076
19.651542,-0.0716,0.0431,0.0258,0.087
19.671811,-0.0725,0.0295,0.0181,0.08
19.692004,-0.0335,0.0152,0.034,0.05
19.712235,0.0226,-0.036,0.0177,0.046
19.732184,0.0661,-0.0671,-0.0203,0.096
19.751535,0.1201,-0.1008,-0.0308,0.16
19.771297,0.115,-0.1236,-0.0303,0.172
19.793713,0.1205,-0.0868,-0.0446,0.155
19.811339,0.0798,-0.0456,-0.0376,0.099
19.831494,0.0295,-0.0065,-0.0107,0.032
19.851307,-0.0312,0.0437,0.0267,0.06
19.871345,-0.0721,0.0632,0.0408,0.104
19.892274,-0.0949,0.067,0.0182,0.118
19.911428,-0.0955,0.0731,-0.0042,0.12
19.931681,-0.088,0.0698,-0.0178,0.114
19.951131,-0.0409,0.0868,-0.0209,0.098
19.970986,-0.0178,0.0676,-0.0135,0.071
20.010646,-0.0035,0.063,-0.0264,0.068
20.013239,0.019,0.0218,0.0015,0.029
20.031217,0.0176,0.0018,0.0088,0.02
20.05054,0.0175,0.0004,0.0166,0.024
20.070538,0.0228,-0.0098,-0.0143,0.029
20.090649,0.0024,-0.0335,-0.0255,0.042
20.116271,0.0229,-0.0381,-0.0106,0.046
20.131064,0.0499,-0.0477,-0.008,0.069
20.150861,0.055,-0.0385,-0.0082,0.068
20.170885,0.0445,-0.0341,-0.0088,0.057
20.192695,0.028,-0.0316,-0.0334,0.054
20.218416,0.0077,-0.0291,-0.0038,0.03
20.232644,0.0075,-0.0081,0.02,0.023
20.250248,-0.0138,-0.0211,0.0099,0.027
20.270244,-0.032,-0.0149,-0.0022,0.035
20.300481,-0.0387,-0.0074,0.0034,0.04
20.311222,-0.0367,0.0153,0.0078,0.041
20.330632,-0.0458,0.0224,0.0088,0.052
20.350381,-0.0349,0.0199,0.0203,0.045
20.370158,-0.0407,0.0255,0.0195,0.052
20.390265,-0.0336,-0.0007,0.0173,0.038
20.418054,0.0034,-0.0041,0.0109,0.012
20.43584,0.0524,-0.0231,-0.0013,0.057
20.450249,0.0628,-0.0254,-0.051,0.085
20.470075,0.0669,-0.0411,-0.0621,0.1
20.490225,0.0582,-0.0059,-0.0554,0.081
20.517166,0.0471,0.0556,-0.0391,0.083
20.530171,0.0351,0.0734,-0.0199,0.084
20.549853,-0.0008,0.0925,0.0181,0.094
20.569714,0.0055,0.0803,0.0015,0.08
20.589797,0.0119,0.0482,-0.0146,0.052
20.615763,0.0131,0.0082,-0.0207,0.026
20.629532,0.0062,-0.0294,-0.0325,0.044
20.649622,0.0152,-0.0497,-0.0008,0.052
20.669297,-0.0116,-0.0419,0.0139,0.046
20.689246,-0.0163,-0.0133,0.0255,0.033
20.715946,-0.0134,-0.0091,0.0152,0.022
20.72952,-0.0217,-0.0213,0.0213,0.037
20.749851,-0.034,-0.0211,0.0175,0.044
20.769492,-0.0301,-0.007,0.0283,0.042
20.796003,-0.0266,-0.0011,0.0157,0.031
20.831077,-0.0182,0.007,0.0102,0.022
20.83211,-0.0192,-0.0084,0.0048,0.022
20.849092,-0.016,0.0123,-0.0286,0.035
20.868798,0.0198,0.0159,-0.0352,0.043
20.888873,0.0203,-0.0015,-0.024,0.031
20.912826,0.0223,-0.0088,-0.0242,0.034
20.928891,0.0237,-0.0027,-0.0142,0.028
20.948868,0.0211,0.0118,-0.022,0.033
20.968656,0.013,0.0232,-0.0027,0.027
20.988642,-0.0038,0.0242,-0.017,0.03
21.015508,0.015,0.048,-0.0118,0.052
21.028937,0.0327,0.033,-0.0273,0.054
21.048377,0.0429,0.0159,0.0095,0.047
21.0684,0.0326,0.0182,-0.0001,0.037
21.088469,0.0443,0.002,-0.0268,0.052
21.115674,0.0313,0.006,-0.0141,0.035
21.131959,-0.0182,-0.0223,-0.0025,0.029
21.148244,0.0459,0.0153,-0.0171,0.051
21.168288,0.0775,0.0016,-0.0285,0.083
21.188061,0.0364,0.0074,0.0129,0.039
21.215897,-0.014,-0.0059,0.0055,0.016
21.231437,-0.001,-0.0048,-0.0209,0.021
21.248146,0.0209,-0.0394,-0.0253,0.051
21.268259,0.0066,-0.0338,-0.0011,0.034
21.288044,0.0019,-0.0146,0.0016,0.015
21.313745,-0.0283,-0.0269,-0.0002,0.039
21.327859,-0.0553,-0.0158,0.0123,0.059
21.347631,-0.0513,0.0045,0.0111,0.053
21.367486,-0.0412,0.0217,0.0145,0.049
21.387788,-0.0556,0.01,0.0206,0.06
21.413703,-0.0535,-0.0037,0.0152,0.056
21.427833,-0.0404,0.0064,0.0016,0.041
21.447918,-0.0168,0.0086,0.0032,0.019
21.467764,-0.0208,0.008,-0.0017,0.022
21.487716,-0.0246,0.0243,-0.0063,0.035
21.519827,-0.0068,0.0007,-0.0018,0.007
21.527551,0.0044,0.0065,0.0064,0.01
21.54741,0.01,0.0105,0.0188,0.024
21.567437,0.0275,0.0151,0.0051,0.032
21.587323,0.0182,0.0053,-0.0224,0.029
21.607369,0.0184,-0.0045,-0.0369,0.041
21.627551,0.0182,-0.0055,-0.0218,0.029
21.647204,0.0344,0.0048,-0.0331,0.048
21.667475,0.0194,0.0211,-0.013,0.031
21.68721,0.0072,0.007,-0.0055,0.011
21.713655,0.0033,0.008,0.0052,0.01
21.726886,0.0127,-0.0013,0.0095,0.016
21.747094,0.0181,0.014,-0.0087,0.025
21.76691,0.0074,0.0225,-0.013,0.027
21.786875,0.0179,0.0067,-0.0186,0.027
21.812868,0.0113,0.0001,0.0212,0.024
21.826879,0.0073,0.015,0.0002,0.017
21.846832,0.0083,-0.0013,0.0036,0.009
21.867148,0.0251,-0.0363,-0.0086,0.045
21.887304,0.0076,-0.0335,0.0016,0.034
21.917596,0.0078,-0.0307,0.0037,0.032
21.927199,0.0012,0.0027,-0.0039,0.005
